,entailScore,sentence1,sentence2
731,0.25,plant," improve the social , economic , physical and environmental wellbeing of our local communities "
732,0.25,plant, prevent decrypting captured sessions by later breaking into the machine and stealing the keys 
733,0.25,plant," ensure proper informed consent , which is obtained from prospective donors "
734,0.25,plant, stop further hair loss of native thinning hair and improve the survival of transplanted hair grafts 
735,0.25,plant, burn out the carbonaceous and organic fractions 
736,0.25,plant," make us spiritual people , those who live and walk by the spirit "
737,0.25,plant, pass the faith from one generation to the next 
738,0.25,plant, re-establish man in his creation mandate 
739,0.25,plant," effects such as gentrification , lack of public facilities and the local community involvement and the loss of the sense of place . "
740,0.25,plant, recover the support surface when the immobilized biocatalysts lose their degradation activity 
741,0.25,plant, reduce engine emissions 
742,0.25,plant, study the applicability of the ionic liquid itself for reuse 
743,0.25,plant, achieve better outcomes 
744,0.25,plant, regain the initial properties of the blades after a period of service 
745,0.25,plant, ensure that an individual sponge or coral will survive 
746,0.25,plant, maintain local tree species which are genetically particularly well suited to site-specific conditions 
747,0.25,plant, delayed hepatocyte dna replication by increasing er stress in mice with simple hepatic steatosis . 
748,0.25,plant, debug easier 
749,0.25,plant, aid regeneration 
750,0.25,plant, increase the quotient 
751,0.25,plant, regenerate the exhausted resins 
752,0.25,plant," conserve water , salt , and electricity "
753,0.25,plant, prolong a time lord 's life 
754,0.25,plant, form new communities 
755,0.25,plant," change that perception , allowing people to be proud to say i live/work/shop / play/visit here"
756,0.25,position,"an amplitude modulation of the data , and an iterative algorithm is developed to reduce this modulation by post-processing "
757,0.25,position, two distinct kinds of effects in the theory of suspension rheology . 
758,0.25,position, a slow distortion of the overriding plage 
759,0.25,position, fulfill this mission by providing sponsor schools with science resources 
760,0.25,position, clarify facts 
761,0.25,position," additional vestibular sensations of motion in the semi-circular canals , significantly increasing the magnitude of motion sickness . "
762,0.25,position," restore normal biomechanics and in so doing , circulation is also improved to the area , scar tissue is reduced and the overall "
763,0.25,position, dislodge plaque and remove food particles from around the gums and teeth 
764,0.25,position, attract attention 
765,0.25,position, rocks of this layer to be sucked toward accretionary prisms . 
766,0.25,position, see well all steps in forms 
767,0.25,position, achieve recognition more rapidly 
768,0.25,position, achieve convergence 
769,0.25,position, lots of earthquakes 
770,0.25,position, activate all major muscles like calves 
771,0.25,position, want to nurse or bottle feed them as the sucking/swallowing motion helps to equalize their ears from the changing air ... 
772,0.25,position, remove stubborn stains 
773,0.25,position, control edema formation and pump out fluid collections 
774,0.25,position, improve circulation 
775,0.25,position, manage presbytery 's decisionmaking in a concise manner 
776,0.25,position, avert adaptation effects 
777,0.25,position, evaluate diseases affecting cord and csf motion and to identify the specific pathophysiology involved 
778,0.25,position, resolve discrete symmetries in optic flow
779,0.8824,position,our hearts and lungs and every other bodily organ or system to overwork in order to maintain harmony or balance . 
780,0.8824,position," angular momentum , what if angular momentum causes gravity "
781,0.8824,position, or what we see 
782,0.8824,position, a force on the center of mass of m g in the vertical direction leading to . 
783,0.8824,position, erosion gravitational erosion how does running water cause erosion types of erosion how do weathering erosion and ... 
784,0.8824,position, give us a lift instead 
785,0.8824,position, all objects near the earth 's surface to fall ... 
786,0.8824,position, serious changes in how our bodies function 
787,0.8824,position, minimize relativistic effects from any observational frames of reference within the solar system 
788,0.8824,position, keep the earth and sun stable in its rotation 
789,0.8824,position," erosion by pulling dirt , rocks and soil downward . "
790,0.8824,position, centripetal force ? 
791,0.8824,position, every object to pull every other object toward it . 
792,0.8824,position, all objects near earth 's surface to fall with what acceleration ? 
793,0.8824,position, stable in their rotation axis 
794,0.8824,position, hold them up -lrb- since gravity helps to keep them in place -rrb- 
795,0.8824,position, keep the earth stable on its axis 
796,0.8824,position, build bone and muscle strength
797,0.0009,egg,less dissolved oxygen to be ... 
798,0.0009,egg, convert the energy in photons -lrb- the infinitesimally small packets of energy that make up light -rrb- into the chemical bonds of 
799,0.0009,egg," oxidative damage to the primary nitrogen fixing protein , nitrogenase , that "
800,0.0009,egg, change inorganic carbon -lrb- co2 -rrb- into organic -lrb- ch4 -rrb- 
801,0.0009,egg, mitigate the carbon dioxide emitted from using biodiesel so there is no net 
802,0.0009,egg, mitigate the carbon dioxide emitted during the burning of biodiesel
803,0.0009,adult butterfly,less dissolved oxygen to be ... 
804,0.0009,adult butterfly, convert the energy in photons -lrb- the infinitesimally small packets of energy that make up light -rrb- into the chemical bonds of 
805,0.0009,adult butterfly," oxidative damage to the primary nitrogen fixing protein , nitrogenase , that "
806,0.0009,adult butterfly, change inorganic carbon -lrb- co2 -rrb- into organic -lrb- ch4 -rrb- 
807,0.0009,adult butterfly, mitigate the carbon dioxide emitted from using biodiesel so there is no net 
808,0.0009,adult butterfly, mitigate the carbon dioxide emitted during the burning of biodiesel
809,0.2919,egg,eliminate many of the problems associated with coal drying 
810,0.2919,egg, a severe lack of clarity that is ; loyola new orleans ; engl t125 ; fall 2012 ; conor millstein professor kelly wilson ... 
811,0.2919,egg, differences in sex-specific allocation patterns in axolotls -lrb- ambystoma mexicanum -rrb- that have different growth histories . 
812,0.2919,egg, resolve the forces that arise in evolving systems by providing a means by which a system 's behavior can be augmented without 
813,0.2919,egg, degradation of 
814,0.2919,egg," ensure each client an opportunity to live a healthy , alcohol and drug-free lifestyle "
815,0.2919,egg, draw attention to two different aspects of your life 
816,0.2919,egg," degradation of collagen-iv , which in turn results in activation of"
817,0.2919,adult butterfly,eliminate many of the problems associated with coal drying 
818,0.2919,adult butterfly, a severe lack of clarity that is ; loyola new orleans ; engl t125 ; fall 2012 ; conor millstein professor kelly wilson ... 
819,0.2919,adult butterfly, differences in sex-specific allocation patterns in axolotls -lrb- ambystoma mexicanum -rrb- that have different growth histories . 
820,0.2919,adult butterfly, resolve the forces that arise in evolving systems by providing a means by which a system 's behavior can be augmented without 
821,0.2919,adult butterfly, degradation of 
822,0.2919,adult butterfly," ensure each client an opportunity to live a healthy , alcohol and drug-free lifestyle "
823,0.2919,adult butterfly, draw attention to two different aspects of your life 
824,0.2919,adult butterfly," degradation of collagen-iv , which in turn results in activation of"
825,0.2763,egg,equine reproduction 
826,0.2763,egg," generate and maintain , through meiotic recombination , genetic variability , the raw material upon which natural selection acts , and -lrb- ii -rrb- to "
827,0.2763,egg, determine the color gamut 
828,0.2763,egg," the symptoms of malaria , which can be mild and unnoticeable or severe and deadly . "
829,0.2763,egg, stop and think about the meaning of photography itself 
830,0.2763,egg, find unexpected solutions for crop protection problems in current agriculture -lrb- van lenteren 1999 -rrb- 
831,0.2763,egg, clarify the reasons why improving women 's status and rights 
832,0.2763,egg, analyze where these veto points and institutional constraints come from and how they were 
